Lew Fields
Woody Harrelson
D.O. Stearns
F Steeky
M. Warkles
s a
s a
Tom Lacy
s a
s a
Leonardo DiCaprio
Jonah Blechman
Tate Donovan
D.B. Sweeney
Billy Zane
Sean Astin
Harry Connick~jr
Reed Edward Diamond
Courtney Gains
Neil Giuntoli
David Straithearn
Sam Raimi
Elizabeth Perkins
Bill Paxton
Julie Warner
Elizabeth Perkins
Kevin Pollack
Matt Craven
Kimberly Williams
Phyllis Haver
Virginia Christine
Sam Peckinpah
Moore Marriott
Raymond Griffith
Russel Gleason
Anthony Scherbe
Samantha Eggert
s a
Ann Meara
Edith Evans
Jerry Stiller
Richard Griffiths
Richard Griffiths
Jacqueline Brumford
Anthony James
John Rourke
Margery Rose
Peter VanNorden
Gail Neely
Mel Torme
Weird Al Yankovic
Mary Lou Retton
Phil Donahue
Helge Jordal
Sverre Anker Ousdal
Hans Ola Sorlie
Marylin Chambers
Ricard Murdoch
Morland Graham
Linden Traver
Peter Murray Hill
Hobart Cavenaugh
Leonard Strong
Wallis Clark
Jack London
Daryl Hannah
Sam Sheppard
Jonathan Ward
Dylan Medermont
Bill McCutcheon
s a
Stanley Tucci
Fiona Shaw
Larry Miller
Tom Arnold
Josh Charles
MaryLouise Parker
Matt McConnaghy
Jerry Reamer
Billy Wirth
Mamie vanDoren
Paul Gilbert
John Cronin
Ziva Rodann
Alvey Moore
T.C. Jones
Angela Salloker
Ko Kimura
Gelaine Lomerez
Robert Vaugn
Yvonne Craig
Elayne Heilwveil
Michael Sharret
Anne Towmey
Anne Ramsey
Richard Marcus
Kirsty Swanson
L. Paul
Matt Loborteax Das
s a
s a
Yoko Yaguchi
JeanPierre Kalfon
Bulle Ogier
s a
Dick Duroc
Reginal Sheffield
Roy Robert
Donald Pleasance
Paul Benjamin
LeslieAnn Doen
s a
Melanie Griffeth
Noel Neill
Tommy Bond
Carol Forman
Jean Tissier
Madelaine Rousset
Ronee Blakely
Heather Langenkamp
Amanda Wyss
Nick Corri
Tony Barry
Tommy Lewis
s a
s a
Gerald Barray
Alberto deMendoza
Ray Wise
Dick Duroc
David Hess
Nicholas Worth
Gina Roman
Manola Fabregas
Carroll OConnor
Anne Brochet
s a
s a
Alan Vint
Richard Bright
Kiel Martin
Michael McClanathan
Sully Boyar
Jesse White
Lynne Moody
George diCenzo
Jospph dellaSorte
Brian ODell
Paul Farrell
Harry Hutchinson
Tony Quinn
Doug Chapin
Hoyt Aston
Bob Cornthwaite
Sandra Giglio
George MacReady
Virginia Huston
Frederick ONeal
Lock Martin
Billie Gray
Patricia Clarckson
s a
E-than Randall
Thora Birch
Harley Jane Kozak
Jamey Sheridan
Kevin Nealon
Andrea Martin
Joey Camen
Bill Forsythe
Deborah vanFalkenburgh
Yvette Mimiieux
M.Emmet Walsh
Jeremy Theobald
s a
D.B. Sweeney
Robert Patrick
Peter Bend
Kathleen Wilhoite
Craig Sheffer
s a
Jorge Sanz
Maribel Verdu
Vidal Peterson
Shawn Carson
Angelo Rossitto
Peter D. Risch
Bruce M. Fischer
Mary Grace Canfield
Jack Dodson
Kaori Momoi
Takeshi Kaga
Mitsunori Isaki
Hiromi Iwasaki
s a
Charles Rampling
Clare Kelly
Marie-Christine Barrault
Roxana Zal
Robby Kiger
Son Hoang Bui
Barry Coe
Robert Brown
Val Avery
Vic Lundin
Leigh Taylor-Young
Joseph Cotton
Emin Sivas
Rutkay Aziz
Gloria Munchmeyer
Rafael Benavente
Ernesto Beadle
Maria Castiglione
Robert Lowrey
John Duncan
Edwin S. Porter
Jonathan Hare
Gravis Mushnik
Eanda hendrix
Myrna Fahet
Harry Ellerbe
s a
Barbara Morris
Anthony Carbone
s a
Kathryn x
Johnson
Lynn Fontanne
Girish Karnad
Jeanne Eagles
Jeanne Eagels
Irene Browne
Dorothy Privine
Leo G. McCarroll
Yvonne Craig
James Gleason
Rita Johnson
John Emery
Donald mcBride
Benny Rubin
Konstantin Fyodorov
Zhanna Isina
Gennadi Statunov
Leo G. McCarroll
Maggie Pr.
s a
Wally Campo
Rilke Mathews
Jared Leto
Alicia Witt
Rebecca Gayhart
Joshua Jackson
Lorretta Devine
Tara Reid
Michael Rosenbaum
Fred Kohler
Peggy Shannon
Samuel Hinds
Lita Milan
Lili St.Cyr
Yvette Wickers
Celia Lovsky
Charles bronson
Susan Cabot
Maury Amsrdam
Barboura Morris
Frank deCova
Wally Campo
Russell Crowe
Daniel Pollock
Jacqueline McKenzie
s a
Wendell Harris~jr
Jean-Pierre Cassel
Viktor Tsoi
Marina Smirnova
Pyotr Mamonov
James Gleason
Ted Donaldson
Art Baker
Susan Cabot
Barboura Morris
Michael Mark
Bruno VeSota
Richard Bach
Robert Corff
Elaine Giftos
Talia Coppola
s a
Country Joe and the Fish
Robert DeNiro
Robert Walden
Clint Kimbrough
Jonathon Schaech
Susie Porter
William Petersen
Brian Cox
Joan Allen
Brian Cox
Charley Grapwin
Patrick OBrien
Ren\'e Assa
Paul Coufos
Debbie James
Polly Walker
Roger Gray
Harry Sweet
Fabienne Babe
Fabienne Babe
William `Stage' Boyd
Claudia Dell
Lana Clarkson
Nicole Eggert
Nicole Eggert
Russel Means
Eric Schweig
Madeleine Stowe
Joghi May
Wes Studi
Steven Wadddington
Milton Parsons
Barbara Morris
Bruno VeSota
David Bursztein
Jane Birkin
Bill Paxton
Joan Freeman
Billy Dee Williams
David Bursztein
Jane Birkin
Ray McAnally
Brenda Fricker
Ruth McCabe
Fiona Shaw
David Patrick Kelly
David Harris
Thomas Waites
Dorsey Wright
Roger Hill
Marcelino Sanchez
Brian Tyler
Lewis Smith
Les Lannow
Carlos Brown
Brion James
Pete Postlethwaite
Don Baker
Leslie Gilb
Richard Blackburn
Alberta Watson
Gabriel Byrne
Ian McKeller
Michael J. Polard
Gayle Hunnicutt
Oyafunmike Ogunlano
Mutubaruka
Alexandra Duah
s a
Elizabeth Sheperd
Oliver Johnson
Derek Frances
JoAnna Cassidy
Richard Crane
Faye Marlowe
Martha Stewart
Ror Roberts
Henry Morgan
John Ridgely
George Lloyd
Charles Wilson
Artthur Kennedy
Sydney Greenstreet
Charles Grapwin
Stanley ridges
Hattie mcDaniel
Tina Aumont
Rosemary DeCamp
Anita Sanders
Candice Rialson
Maya Rojo
Carlos Judd
John Hudson
Ronald Sinclair
Sig Rumann
Ilka Gruning
Pat OMoore
Ewa Aulin
Sheila Terry
Frankie Darro
s a
Russell Crowe
Debi Mazar
Michal Gambon
Bruce McGill
Rosemarie Bowe
Kiki
R.Bolla
s a
s a
William Collier~jr
Stanley Fields
Jobyna Howland
Inez Courtney
Evalyn Knapp
Francesca Bertini
Francesco diGennaro
Stanislaus Ciarli
Akira Takarada
Orlando Martins
Romney Brent
Jerry Austin
Raymond burr
s a
s a
s a
Len Cariou
Christopher Guard
Laurence Guittard
Robin Hurt
George Butler
Theodore Roosevelt
Tyssen Butler
James Foxx
Jada Pinkett Smith
Paul Kelley
Pricilla Lane
Edward Keane
Joseph Crehan
Eddie Chandler
Abner Biberman
Vera Lewis
Elliott Sullivan
Bert Hanlon
Murray Alper
George Humbert
Ben Weldon
Johnny Lee Miller
Angelina Jolie
Jess Bradford
Matthew Lillard
Sara Moniel
Jim Riggs
Jerry Ohrbach
Cynthia Rhodes
Kelly Bishop
s a
s a
Bill C
Pauli Trueman
s a
Ian Hart
Gary Brakewell
Chris ONeil
Scot Williams
Sheryl Lee
Kai Wiesinger
Dolores Moran
Chris Elliott
Betty Davis
Richard Waring
Alison Elliott
Linus Roche
Alex Jennings
Michael Gambin
James W. Horne
Keanu Reeves
Lori Petty
John C. McGuiley
James leGros
Bojesse Christopher
Julian Reyes
Daniel Beer
Chris Pedersen
Skelton Knaggs
Milton Parsons
Robert Clarke
James Whitney
Ralph Fiennes
Efren Zimbalist~jr.
William Humphrey
Charles Kent
Julie Arthur
Earle Williams
Edith Storey
Anne Jeffries
Skelton Knaggs
Kevin Spacey
Thora Birch
Mena Suvari
PeterGallagher
Wes Bently
Chris Cooper
s a
s a
s a
s a
s a
Charlie Hall
Christina Ricci
Martin Donovan
Lisa Kudrow
s a
s a
s a
s a
s a
Bill Kraus
s a
Eizabeth Taylor
Arthur Ashe
Magic Johnson
Aron Eckhard
Stacy Edwards
Malloy
Ben Blue
Diane Wynyard
Francis deWolff
John Forrest
Ann Belek
Cynthia vanDamme
Julie Jalaber
Roland Waden
s a
Robert Malone
Max Steiner
Richard Newton
Keith Andes
Shelton Knaggs
Teri Hatcher
Michelle Yeoh
John Baker
Goetz Otto
s a
s a
Desmond Llewelyn
Geoffrey Pasltrow
Therese Ann Savoy
William Royle
Robert Kellard
Gloria Franklin
Luana Walters
Brian Kelly
Gary Merritt
June Lang
William Janney
Daphne Pollard
Vernon Steele
Maurice Black
Jean-Pierre Aumont
Lovelady Powell
Tom Poston
JeanHughes Anglade
Gerard Darmon
Nastassia Kinski
Dolores DelRio
Anna Thomson
Robert Livingstone
Chief Thundercloud
Jinx Falken
Ralph Dunn
J.Farrell McDonald
s a
Clotilde Delano
Robert Cornthwaite
Michele Nichols
Margaret Shendal
Bobbie diCiccio
Maxwell Caulfield
Lilian Balsam
Levar Bundy
Bradford Bancroft
Paul Anka
Fabian
Kenneth Moore
Emily Fitzroy
Robert McKim
Irene Bedard
s a
s a
s a
Deeny Dakota
s a
s a
s a
Jean Gago
Simi Mehta
s a
Sheila Towers
Will Ferrell
Chris Kattan
A.E. GouldPorter
Richard Longman
David Janti
Daniele deMetz
Robert P. Richards
William Greene
Fred Caterina
Paul Altmond
Tom Conway
John Teague
A.E. GouldPorter
Milly Glessing
Tim Hovey
Cecil kellaway
Giovanni Guidelli
Rupert Graves
Helen Bonham Carter
Kimberly Williams
George Newbern
Mary Garth
Fred Vincy
Peter Jeffrey
Douglas Hodge
Juliet Aubrey
Trevyn McDowell
Rufus Sewell
Kim Meyers
Saul Rubineck
Chalie Martin Smith
Jason Alexander
Stacy Keach~sr.
s a
Julia Adams
Gabriele Ferzetti
Eileen Colgen
Seamus Ford
Jane Morris
Nathan Lane
Terrence McNally
s a
s a
George Dzundis
s a
Lam ChiCheung
Cora Miao
Lee Powell
Chief Thundercloud
Lynne Roberts
Ellen Bursteyn
Andreas Voutsinas
Despos Diamantidou
Rosie ODonnell
Dana Delaney
Paul Mercurio
sa
Stuart Wilson
Donald Pleasance
Faten Hamana
John Mellon
Eric Pohlman
Michael Gwynn
Sharon Lynne
Rosina Lawrence
Parker Posey
Toni Collette
Lisa Kudrow
Alanna Ubach
Alan Garfield
Laurence Fishburne
Michael Beach
Gia Carides
Sam Sheppard
James Spader
Britt Leach
sa
sa
s a
John Cusack
Dylan Brown
s a
Carl Mohner
Robert Manuel
Marie Sabouret
Janine Darcy
Claude Silvain
Marcel Lupovici
Pierre Grasset
Dominique Maurin
Mark Strange
Dylan McDermott
Craig Burke
Jennifer Anniston
Alan Drummond
s a
Teusday Weld
Danny Aiello
William Forsythe
Stanislaus Zbyszko
Giorgos Foundas
Despo Diamantidou
Tito Vadis
Dimitris Papamichael
Alexis
Elizabeth Ercy
Olympia Papadouka
JeanClaude vanDamme
Andy Armstrong
Sarah-Jane Walker
Wu Fong Lung
Philip Chan Yan
Eugene Choy
s a
Julie Strain
Gregoire Aslan
Pierre Vaneck
Roger Hanin
Alberta Watson
Jeremiah Sullivan
Moore marriott
Vera Frances
Takesi Kaneshiro
Tony Leung ChinWei
Brigitte Lin ChinHsia
Faye Wang
Vernon Gray
Pamela Brown
David Kosoff
Madeline Kahn
Tom Lea
Katherine Bard
Steve James
Roger Grimsby
Mabel Poulton
s a
Gabriele Ferzetti
s a
Dorian Gray
Lyn Shaw
Marian Spencer
Russell Enoch
Ruth Dunning
Elsy Abiin
s a
s a
s a
Francisco Rabal
Bernard Wicki
Ian Hendry
Jane Birkin
Peter Bowles
Leon M. Lion
Ronald reagan
Caroline Ducey
Sagamore Stevenin
s a
Rocco Siffredi
Gudrun Landgrabe
Jan Niklas
Larry Pine
s a
Tara Fitzgerald
Brenda Fricker
Rufus Sewell
Brendan Fraser
Michel Duchaussoy
Dominque Blanc
Rozenn LeTallec
Francois Berleand
Bruno Carette
Martine Gautier
Paulette Dubost
Etienne Chicot
Olivier Parniere
Bertha Dominguez-D
JeanFrancois Stevenin
Diane Bellego
Evelyn Kunneke
s a
Juliette Binoche
Rupert Graves
Miranda Richardson
Laurie Metcalf
Maria Pitelli
Jon Seda
Donal Logue
Anna Maria Horsford
John Pinette
s a
s a
s a
s a
s a
s a
Haile Gebrselassie
Bridget Brice
Diana Coupland
Anne Hathaway
Heather Metarazzo
Mandy Moore
Caroline Goodall
Robert Schwartzman
Erik vonDetten
Sandra Oh
Lana Thomas
Sean OBryan
Beth Anne Garrison
Willy Brown
Lori Sigrist
Terri Sigrist
Madeline Kahn
Madeline Kahn
Madeline Kahn
Oliva dAbo
Adrian Pasdar
Miranda Richardson
s a
Jewell Jernigan
Bryan Madorsky
Juno MillsCockell
Madeline Kahn
Angelo Evans
Zeljko Ivanek
Jeanne Moireau
s a
Jackie Kelk
Russell Hopton
Harry Green
Macklyn Arbuckle
Joseph Kilgour
George Nash
Tyrone Power~sr.
May Vokes
W.C. Fieds
Olin Howland
Princess DeBourbon
Max
Jaqueline Laurant
Marie Dea
Fernand Ledoux
Blanchette Brunoy
Nicole Courcel
Claude Romain
Claude Romain
Luis Cseigner
Jeanne Marken
Carette
Shawn Weatherly
Megan Ward
Damon Martin
Jonathan Penner
Terrie Snell
Nita Tabbot
Dean Cochran
Nathalie Nattier
Veronica Oddo
Elba Escobar
Mario Cotone
Ula Holt
Frank Baker
Dale Walsh
Frances Faye
Ula Holt
Frank Baker
Dale Walsh
Fabian Ferreux
MarieFrance Pisier
Victor Lanoux
Guy Marchand
Ginette Garcin
Danny Aieollo
Roy Chiao
Blaise Pascal
s a
s a
Gloria Rodrigues
s a
s a
s a
E-than Hawke
Liesel Mathews
Eleanor Brown
Dave OBrian
Raffaella Baracchi
Adriana Asti
s a
Don Dacus
Michael Jeter
Dorsey Wright
Sydney Lassick
Sydney Lassick
Louise Moritz
Dean R. Brooks
Vincent Schiavelli
Robert Sampson
Colin Firth
Fairuza Balk
sa
Carroll OConnor
Rebecca Sand
Aline Dunbar
June Walker
Francies Reid
Christopher Dark
Stefan Schnable
Thano Ramo
Lidia Vana
David Fresco
Christy Connors
Vincent Padula
Malcom McDowell
Marius Weyers
Maynard Eziaishi
Henry Morgan
Chistopher Lambert
Barbara Morrison
s a
s a
s a
s a
Edith Evans
Kate Judson
Brendon Sexton
Christina Ricci
Isidra Vega
Phillip Ober
Roy Barcroft
James Mitchell
Bambi Linn
Shelly Long
John Matuszak
Michael Andersen~jr
John Turturro
Mischa Barton
Gabriel Byrne
Michael Lonsdale
Olga GeorgesPicot
Barrie Ingham
Anton Rogers
Mario van Peebles
Deborah Unger
John Turturro
Kathyn Keenan
AnnaBella Sciorra
Cuba Gooding~jr
Antoinette Bower
s a
Lawrence Tierner
Anne Parillaud
Jason Scott Lee
Patrick Bergin
Joshua Miller
Edan Gross
Sam Behrens
Kay Aldridge
Clayton Moore
Lorna Gray
Charles Robinson
Carole Eastman
Bartlett Robinson
Raven Gray Eagle
Jo Helton
Wendell Holmes
Marilyn Miller
Bel Lyon
Henri Garat
s a
s a
s a
s a
Patricia Brake
s a
Everett Sloan
Janet Ward
s a
Wilhelm Dieterle
Kaethe vonNagy
John Mack Brown
Beverly dAngelo
Imogene Coca
Miriam Flynn
Dana Barron
Brian Dole Murray
Eugene Levy
Christopher Jackson
Christie Brinkley
Gladys Brockwell
Frank Borzage
Tsuru Aoki
Harvey Fierstein
Roger Clinton
Corey Feldman
Mike Gruner
s a
Christine Freeman
s a
Mike Masculo
s a
s a
Arletta Emery
Ives Montand
Mathieu Carriere
Daniel Delorme
Bulle Ogier
Valerie Golino
Jackie Gayle
Stanley Brock
Frances Howard
Jason Williams
Candy Samples
Kathryn Dowling
Paul Reiser
JeanLuc Bideau
s a
Adriana Bogdan
s a
Dick Gregory
Maurice Costello
Tris Coffin
Paul Dubov
Myrna Dell
Nelson Leigh
Vic Lundin
Don Grady
Jimmie Ray Weeks
David Huddlestone
Thandie Newton
GianMaria Volonte
Maria Emo
Alan Rickman
Nastassia Kinski
John Collin
Tony Church
Rick Rossotich
Doug Savata
Jason Bernard
Peter Frechette
Monique vandeVen
John Fujioka
Lang Yum
Claudia Robinson
Mike Kimmel
Udo Samel
Marc Richter
Leonard Lansink
s a
s a
Edmund Ryan
Maurice Godin
Judith Ames
Robert R. Harris
Ken Christy
Clary Hunter
Mike Ragan
Billy Newell
Frank Krieg
Harry Tyler
Jack Tesler
Mildred Dunnuck
Lillian Bronson
Dorothy Crehan
s a
Sheila McCarthy
Paule Baillargeon
AnneMarie McDonald
John Evans
Brenda Kamino
Richard Monette
Constance Towers
Larisa Oleynik
Larry Miller
Julia Stiles
Allison Janney
Daryl (Chill) Mitchell
Andie McDowell
Chris Elliott
Stephen Tobolowsky
Dorothy Dell
Frank McGlynn~sr
Sarah Trygger
Brian Austin Green
Dale Dye
Michael Bowen
Dannon Martin
Tony Eppley
Don Collier
Peter Abrams
Mescalito
Roger vanHool
Ralph Clanton
John Irving
Carol Mathews
Theodore Newton
Mathieu Carriere
Vittorio Gassman
s a
Jaques Sojcher
Denise Debbaut
Jo vanFleet
Everett Sloan
Sean McClorey
Joseph Downing
Everett Glass
Harry Tyler
Steve Mitchell
Phillip Coolidge
Gladys Hurlbur
John Baragrey
Raymond Bailey
Oland Soule
Harry Tyler
Kathleen McGuire
Frances OConnor
Harold Pinter
Embeth Davitz
Jonny Lee Miller
Alessandro Nivola
Carmen Mathews
Polly Rowles
Pat Hitchcock
Wendy Winkleman
Kay Stewart
Christopher Dienstag
Monica Caldwell
Fred Keating
Benny Fields
Leopold Stokowski
Eleanore Whitney
Larry Adler
Louis daPron
Billy Chrystal
Joe Viterelli
Lisa Kudrow
Joe Viterelli
Chazz Palminteri
Joe Viterelli
s a
s a
Cara Seymour
Neil Pepe
Tony Bennett
Andie McDowell
Suzie Humphries
s a
s a
s a
Lloyd Gough
Carl Edmond
Charles R. Brown
Sally Struthers
Billy deWolfe
Karolyn Grimes
Michael E
s a
s a
s a
s a
Tracy Lords
Jeff Fahey
Brian Bloom
Maria Diaz
Ralph Fiennes
Ian Hart
Sam Bould
s a
Henry Jay Jones
s a
Daniel Roebuck
s a
Joshua Miller
Keanu Reeves
Ione Sykes
Eamonn Owens
Aisling OSullivan
Fiona Shaw
Alen Boydle
Sinead OConnor
Jim Moran
Marshall Efron
Maxwell Caulfield
Cyril Collard
Romane Bohringer
Carlos Lopez
Miranda Richardson
Jaye Davidson
Forest Whitaker
Adrian Dunbar
Lian Wilson
Tony Slattery
Bevery DAngelo
Niall Byrne
Lorraine Pilkinton
Donal McCann
Roy Goldman
Gonzales Gonzales
AnnMargaret
Richard E.\ Grant
Samantha Mathis
Cherie Lunghi
Florence Stanley
E.Katherine Kerr
Bruce McGill
Kevin Vanhentenryk
none
Robert Vogel
John Neville
Ron McAnnely
James Rosso
Veronica Quilligan
Alan Devlin
Peter Caffrey
Cathy Tyson
s a
s a
s a
Robbie Coltrane
Philippe Noiret
Eug\`ene Deckers
Shirley Maclaine
Yoko Tani
s a
Cedric Hardwick
Fabian
Henry Daniel
s a
William lucas
Graham Crowden
Brain Glover
Sarah Patterson
Micha Bergese
Derek Himmo
Brenda Sykes
Pascal Lamorisse
Harold Kaskel
Peter Vaughn
Niall McGinnis
John Chandos
James McKechnie
David Hutcheson
Harry Welchman
Austin Green
Paul Reiser
Fisher Stevens
Peter Dobson
Steve Hintner
Kate Manx
Corey Allen
Elizabeth Alexander
Cecil Holmes
Marcel Bozuffi
Hugh Millais
Elaine may
Janet margolin
Isabel Glasser
Nicholas Surovy
George Wendt
David Marshall Grant
Nina vanPallandt
Gabrielle Anwar
Dylan Kussman
s a
s a
Ann Prentiss
Joseph Walsh
Andra Akers
Allan Nicholls
Christina Raines
Ann Ramsey
s a
Gladys Brockwell
Kate Lester
Elaine Edwards
Gary Moore
Felix Locher
Terry Kinney
Terrence Knox
Darrell Larson
Annabelle Price
Margot Rose
M.Emmett Walsh
s a
s a
Darrell Fetty
Jason Barnhill
Amy Stryker
Kevin Anderson
Lee Montgomery
Shreee North
s a
George Pravda
HannaMaria Pravda
Virginia Wetherall
Ina balin
Jimmy Baird
Sotiria Leonardou
Vanda Godsell
Dick vanDyke
Zina Bethune
Mitchell Ryan
Richard Romanus
David Proval
Harry Northrup
George Memmoli
Amy Robinson
Cesare Danova
Henny Youngman
Mort Zuckerman
Susan Ruttan
David Arnott
Arliss Howard
James Gammon
s a
Ellen Bursteyn
Shera Danese
William Tole
Tim Robbins
Vincent dOnofrio
Whoopie Goldberg
Randall Batinkoff
Lilie Tomlin
Andie McDowell
s a
Brion James
Cynthia Stevenson
Dean Stockell
Angela Hall
Tim Robbins
Wladimir Yourdanoff
Johanne terSteege
Hans Kesting
Jip Wijngaarden
Bernadette Giraurd
Maxie Rosenbloom
Warner Baxtre
Ketti Gallian
Jack laRue
Zane Cassidy
s a
Mathew Modine
Tom Waits
Madeleine Stowe
Tim Robbins
Carl Alt
s a
Sophie Loren
Forest Whitaker
Tim Robbins
Sonny Landham
Kim Dakour
Tom Joyner
Karci Brown
Jason Myrick
Mary Chris Wall
Opal Bush
Kettle Rochelle
Sheila Sant'anna
Daniella Maderas
Gheorge Muresan
Joanna Pakula
Stephen Seagall
s a
Joanne Price
Rider Strong
Chloe Frank
Michael Pertwee
Brd Renfrew
Ron Eldard
Joe Perrino
Billy Crudup
Jason Patric
Aida Turturro
Vittorio Gassamn
Bill Pullman
Oliver Platt
s a
Betty White
s a
Philip Baker Hall
Marjorie Griffiths
s a
s a
s a
Harry Carey~jr
Frank Grimes
David Hyde Pierce
James Spader
Alex vanWarmerdam
Annet Malherbe
s a
Nathan Lane
Dan Futterman
s a
s a
s a
Mikki Allen
Ernest Borgnone
Leonard Lucieer
Jack Wouterse
Annet Malherbe
Alex VanWarmerdam
Rudolf Lucieer
s a
Loes Wouterson
s a
Hampton Clanton
Dizzy Gilespie
James Moody
Mal Waldron
Gloria foster
Clarence William~III
Wadeck Stanczak
Nicolas Giraudi
Claire Nebout
Alastair Sims
Alex vanWarmerdam
Henri Garcin
Olga Zuiderhoek
Elodie Bouchez
Greg Evigne
Don S. Davis
Leon Singer
Kay Perry Howe
Stephen Liska
McEveety Vincent
Ethan Hawke
Julie Delpie
Garry Shandlng
Anette Bening
Johnny Depp
David Heavener
Jeff Conway
James Hong
Kathy Shower
Lisa Moore
Joan Cusack
Kevin Spacey
Nora Dunn
Philip Bosco
Charo
Elizabeth Whitcraft
David Duchovny
Tadao Takashima
Kumi Mizno
Peggie Castle
Elisha Cook~jr
Leigh Ann Conley
Stuart Wilson
Sigournet Weaver
Milos Forman
Steven Hill
Kristin ScottThomas
Hugh Grant
Frank Sangella
Ethan Hawke
Julie Delpie
s a
s a
Adam Goldberg
Anthony Rapp
Rory Cochrane
Milla Jovovich
Jason London
Michelle Burke
Wiley Wiggins
Christin Hinojosa
Matt Damon
Mahalia Jackson
s a
Juana Hernadez
s a
s a
s a
Carol Linley
Jeanette Nolan
Stephen Joyce
Frank Marlowe
Robin Bartlett
Oliver Platt
Gary Morton
Michael Ontken
Pepe Serna
Dana Ivey
Mechtild Grossman
Udo Kerr
s a
s a
s a
Giovanni Ribisi
Amie Carey
Steve Zahn
Nicky Katt
Jayce Bartok
Dina Spybey
Parker Posey
Dennis Farina
s a
s a
s a
s a
s a
s a
s a
Don Glover
Harry Murphy
Gene Pack
Gabrielle Shornegg
Marina Knight
Robbie Coltrane
Camille Codura
Doris Hare
Lila Kate
Robert Patterson
Winton Dennis
Robert Morgan
Tom Hickey
Nicholas Heweteson
Gary Tang
David Forman
Nigel Fan
Ozzie Tue
Marilyn Devon
Stephen Roberts
Chris Bedenko
Emma Coles
Harris Gulin
Robert Quaig
Laurence Dobkin
Mills watson
s a
s a
Olivia dAbo
Colleen Camp
Michael Richards
Jessica Steen
Alexandra Wentworth
Jessica C.
Ralph Maccio
Mitchell Whitfield
Bruce McGill
Jaques Marin
Robert Foxworth
Johnny Duran
Billy Attmore
Rita Karin
Stephen d. Newman
Josh Mostel
John McIntyre
Huntz hall
Sheryl Lee Ralph
s a
s a
Tony Romano
Morgan Woodard
John Doucette
Richard Nixon
Jason Robards~jr
F. Murray Abraham
Meredith Baxter
Pat Nixon
s a
s a
s a
s a
s a
s a
Charles Cioffi
Richard Shull
Jane White
Walter McGinn
Steve Ihnat
Peter Jeffries
Anthony Nicholls
Theresa Wright
Nanette fabray
Johnny Depp
Tom Jones
Lukas Haas
Lisa Marie
Brendan Fraser
Matt Damon
Juliette Binoche
Alexis Loret
Didier Bezac
Laurence cote
Thommy Berggren
Pierre Etaix
Loriot
Non Zammit
Tim Burton
Chris Odonnell
Montague Love
Barton McLane
Joseph King
Richard Purcell
Joseph Crehan
Norman Willis
Bo Swenson
Jasmine
Sarita
Beverly Roberts
Cab Colloway
Oscar Polk
Crysstyn Dante
Bill Mumy
Macha Meril
Philippe Leroy
Bernard Noel
s a
s a
s a
s a
David Straithairn
Bonnie Bedalia
Saul Rubineck
Caroleen Feeney
Sami Frey
sa
Louise Colpeyn
Daniele Girard
Ernest Menzer
Georges Staquet
Jean-Luc Goddard
Chris Mulkey
Ted Marcoux
Vanity
Jason Isaacs
Heath Ledger
Lisa Brenner
Tom Wilkinson
Jaen Paul Belmondo
s a
Jimmy Karoubi
Samuel Fuller
Bill Pullman
Will Smith
Brent Spiner
Mary McDonnell
Viveka A. Fox
Margaret Colin
James Rebhorn
Harvey Fierstein
Dakota
s a
Chantal Goya
Maria Pitillo
Jean Reno
Eddie Constantine
Lemmy Caution
V.S. Brodie
s a
s a
s a
s a
s a
Anita Bjork
Gunnar bjornstrand
Fuller Melish~jr
Doris lloyd
William Stack
Phillipe DeLacy
Marcelline Day
Jack Luden
Adreinne Dore
Shirley OHara
Francisco Aliwas
s a
s a
s a
Tala Birrell
J.Carroll Naish
Jason Robards~jr.>
Dayton Ka'ne
Nicholas Rutgers
Nancy Rutgers
s a
s a
s a
s a
s a
s a
Chia Sara
Ben Silverstone
Bras Gorton
Natja Brunkhorst
JeanClaude vanDamme
Dolph Lundgren
Ally Walker
Joey Bishop
Ruta Lee
Donald Pleasance
Efrem Zimbalst~jr.
Susan Kohner
Yvonne Craig
Nastassja Kinski
Douglas Fairbanks
Darryl Dawkins
Don Simpson
Veronica Gng
Fred Hess
Barbara Traub
Elaine Kaufman
Jose Torres
Tony Sirico
James Toback Sirico
Joseph Kanter
s a
s a
Martha Plimpton
Keanu Reeves
Rick Moranis
s a
s a
s a
s a
Anders Norberg
Kjell Sucksdorff
Arne Sucksdorff
Orane D\'emazis
Helena BonhamCarter
Imelda Staunton
Toby Stevens
Imogen Stubbs
Jason Alexander
Peter Wyngarde
Claytie Jessop
Isla Cameron
Rebecca deMornay
Anna Chlumsky
Aaron Michael Metchik
